NR.,01.01.10,01.01.20,01.02.10,01.02.20,01.02.30,01.02.40,01.03.10,01.03.20,01.03.30,01.04.10,01.20.10,01.20.20,01.61.10,01.81.10,01.81.20,01.82.10,01.82.20,01.82.30,01.83.10,01.83.20,01.83.30,01.84.10,01.85.10,01.86.10,01.H,02.01.10,02.01.20,02.02.10,02.02.20,02.02.30,02.02.40,02.03.10,02.03.20,02.03.30,02.04.10,02.62.10,02.81.10,02.81.20,02.82.10,02.82.20,02.82.30,02.83.10,02.83.20,02.83.30,02.84.10,02.85.10,02.86.10,02.H,03.01.10,03.01.20,03.02.10,03.02.20,03.02.30,03.02.40,03.03.10,03.03.20,03.03.30,03.04.10,03.62.10,03.81.10,03.81.20,03.82.10,03.82.20,03.82.30,03.83.10,03.83.20,03.83.30,03.84.10,03.85.10,03.86.10,03.H,04.05.10,04.63.10,04.64.10,04.65.10,04.82.10,04.82.20,04.82.30,04.83.10,04.83.20,04.83.30,04.84.10,04.85.10,04.86.10,04.H,05.01.10,05.01.20,05.02.10,05.02.20,05.02.30,05.02.40,05.03.10,05.03.20,05.03.30,05.04.10,05.06.10,05.06.20,05.06.30,05.07.10,05.07.20,05.07.30,05.07.40,05.15.10,05.81.10,05.81.20,05.82.10,05.82.20,05.82.30,05.83.10,05.83.20,05.83.30,05.84.10,05.85.10,05.86.10,05.H,06.08.10,06.08.20,06.08.30,06.81.10,06.81.20,06.82.10,06.82.20,06.82.30,06.83.10,06.83.20,06.83.30,06.84.10,06.85.10,06.86.10,06.H,07.66.20,07.67.10,07.67.20,07.68.10,07.69.10,07.70.10,07.80.10,07.80.20,07.87.10,07.H,08.09.10,08.09.20,08.10.10,08.10.20,08.10.30,08.11.10,08.11.15,08.11.20,08.11.30,08.11.40,08.11.50,08.11.60,08.11.70,08.11.80,08.11.90,08.12.10,08.13.10,08.13.20,08.13.30,08.13.40,08.13.50,08.14.10,08.14.20,08.72.10,08.75.10,08.83.10,08.83.20,08.83.30,08.84.10,08.85.10,08.86.10,08.H,09.01.10,09.01.20,09.02.10,09.02.20,09.02.30,09.02.40,09.03.10,09.03.20,09.03.30,09.81.10,09.81.20,09.82.10,09.82.20,09.82.30,09.83.10,09.83.20,09.83.30,09.84.10,09.85.10,09.86.10,09.H,10.39.10,10.39.20,10.39.30,10.83.10,10.83.20,10.83.30,10.84.10,10.85.10,10.86.10,10.H,11.32.10,11.33.10,11.82.10,11.82.20,11.82.30,11.83.10,11.83.20,11.83.30,11.84.10,11.85.10,11.86.10,11.H,12.35.10,12.35.20,12.35.30,12.35.40,12.35.50,12.35.60,12.35.70,12.35.80,12.36.10,12.37.10,12.82.10,12.82.20,12.82.30,12.83.10,12.83.20,12.83.30,12.85.10,12.86.10,12.H,13.31.10,13.31.20,13.31.30,13.38.10,13.38.20,13.82.10,13.82.20,13.82.30,13.H,14.40.10,14.85.10,14.H
,5748549535,,Wilma,,,Mars,19700407,0947,6030,V,,,E,,,0974,19940310,PKA,,,,,19700407,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807,19970501,W,,19970501,Schakelstraat,Schakelstraat,16,,I,,1014AW,Snellendam,1807100000000033,1807200000000033,,,,,,,,,T,,,,,,20120304,20120304,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900303,19980415,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807,19970501,W,,19970501,Schakelstraat,,16,,I,,1014AW,,,,,,,,,,,,A,,,,,,19970501,19970501,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0974,19700407,W,,19700407,Kuiperstraat,,7,,,,6114XD,,,,,,,,,,,,A,,,,,,19700407,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,5807474531,299999671,Albert,,,Vogel,19580719,1804,6030,M,,,E,,,1804,19940310,PKA,,,,,19580719,19951001,,,,José,,van,Straaten,19361217,0344,6030,V,19580719,,,1804,19940310,PK,,,,,19580719,19940310,,,,Evert,,,Vogel,19350513,0947,6030,M,19580719,,,1804,19940310,PK,,,,,19580719,19940310,,0001,001,,,,,,,,,,19580719,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0002,20110205143000000,P,,1804,19580719,,,,,,,,,,,,,,,6034,#ADDIN?,Hayarkon 268,"Tel Aviv, 63 504",,,,I,,,,,,#ADDIN?,20140410,58,4171757174,307779828,Katinka,,,Vogel,19920909,1804,6030,,,1804,19940310,PK,,,,,19920909,19951001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19580719,W,,19880512,Poolsestraat,Poolsestraat,36,,,,3028EN,Toetsoog,1804100000000034,1804200000000034,,,,,,,,,T,,,,,,20110205,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900303,19980415,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19580719,W,,19880512,Poolsestraat,,36,,,,3028EN,,,,,,,,,,,,A,,,,,,19880512,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19580719,W,,19770820,Alexander Dubčekstraat,,18,,,,3065EJ,,,,,,,,,,,,A,,,,,,19770820,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19580719,W,,19580719,Hendrik Wachterstraat,,12,,,,3065LD,,,,,,,,,,,,A,,,,,,19580719,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,8562923479,299999658,Katinka,,,Vogel,19920909,1804,6030,V,,,E,,,1804,19940310,PKA,,,,,19920909,19951001,,,,Sharon,,,Roberts,,,,V,19920909,,,1804,19940310,PK,,,,,19920909,19940310,,9427086242,307755927,Albert,,,Vogel,19580719,1804,6030,M,19920909,,,1804,19940310,PK,,,,,19920909,19951001,,0001,017,,,,,,,,,,19920909,19940311,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0004,20111020143000000,P,,1804,19920909,,,,,,,,,,,,,,,6035,#ADDIN?,Baidam Rd 119,Pokhara 33700,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D,,1804,20080401,Kennisgeving van wijziging,,,,,20080104,20080401,61,NI,ID4171752,20100810,B1810,20150810,,,169,,,1804,20100817,Aanvraagformulier,,,,20100810,20100817,12,,,,,,,,,,900303,20100910,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0223,,,,,,,,,,,19920909,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19920909,W,,19920909,Poolsestraat,Poolsestraat,36,,,,3028EN,Toetsoog,1804100000000035,1804200000000035,,,,,,,,,T,,,,,,20110205,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,1804,19941001,Kennisgeving van het gezagsregister,,,,,19940915,19941001,,,,,,,,,,,1,0000,00000000,6014,,,,00000000,19940310,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19920909,W,,19920909,Poolsestraat,,36,,,,3028EN,,,,,,,,,,,,A,,,,,,19920909,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
33,2702926745,299999646,Mientje,,den,Oudsten,19760107,0947,6030,V,,,E,,,1804,19940310,PK,,,,,19760107,19951001,,,,Alma,,,Baarsma,19581230,0344,6030,V,19760107,,,1804,19940310,PK,,,,,19760107,19940310,,,,Hendrik,,den,Oudsten,19581103,0599,6030,M,19760107,,,1804,19940310,PK,,,,,19760107,19940310,,0001,001,,,,,,,,,,19760107,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0002,20120301123000000,P,,1807,20120301,,,,,,,,,,,,,,,6039,#ADDIN?,200 Borough High Street,"London, Greater London SE1 1JX",,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900302,20030710,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807,20120301,W,,20120301,Franciscus v Assisiëln,Franciscus van AssisiÈelaan,29,,,,1185CD,Snellendam,1807100000000039,1807200000000039,,,,,,,5002,20120301,I,,,,,,20120301,20120301,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19900508,,,,,,,,,,,,,,,5002,19941002,,,,,,I,,081110,19940310,19941002,,19941002,19941002,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19900508,W,,19900508,Coleman Hawkinspad,,2,,,,3069PV,,,,,,,,,,,,A,,581110,19940310,,,19900508,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0974,19760107,W,,19760107,Monseigneur Lijnenstraat,,14,,,,6114KJ,,,,,,,,,,,,A,,,,,,19760107,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,4861810140,299999634,Marion,,,Mancini,19501221,0344,6030,V,,,E,,,0344,19980708,Kopie PK,,,,,19501221,19980708,,,,Francien,,,Laus,19240504,0599,6030,V,19501221,,,0344,19980708,Kopie PK,,,,,19501221,19980708,,,,Pieter,,,Mancini,19220913,Pretoria,5014,M,19501221,,,0344,19980708,Kopie PK,,,,,19501221,19980708,,0001,001,,,,,,,,,,19501221,19940310,,,,Frans,,van der,Stoel,19480816,0344,6030,M,19710118,Pretoria,5014,,,,,H,,,0344,19980708,Kopie PK,,,,,19710118,19980708,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,0344,0,0002,20110205171500000,P,,1804,19980708,,,,,,,,,,,,,,,6040,#ADDIN?,444 Avenue de Djermakoye,Niamey,,,,I,,,,,,#ADDIN?,20140410,58,,,Johannes,,van der,Stoel,19720220,Pretoria,5014,,,0344,19940310,PK,,,,,19720220,19940310,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19980708,W,,19980708,Janssen & Fritsenplein,Janssen & Fritsenplein,12,,,,5706DZ,Helmond,1804100000000040,1804200000000040,,,,,,,5014,19980708,T,,,,,,20110205,20110205,58,,,Frans,,van der,Stoel,19710118,0344,6030,,,0344,19980708,Kopie PK,,,,,19710118,19980708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900303,19960519,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19980708,W,,19980708,Janssen & Fritsenplein,,12,,,,5706DZ,,,,,,,,,,5014,19980708,A,,,,,,19980708,19980708,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0344,19501221,,,,,,,,,,,,,,,5014,19700112,,,,,,A,,,,,,19700112,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0344,19501221,W,,19501221,Rümkelaan,,125,,,,3571XZ,,,,,,,,,,,,A,,,,,,19501221,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,7967470103,299999622,Klaas,,,Molenaar,19410304,1804,6030,M,,,E,,,1804,19940310,PKA,,,,,19410304,19951001,,,,Nicolette,,,Evers,19181003,0344,6030,V,19410304,,,1804,19940310,PK,,,,,19410304,19940310,,,,Marcus,,,Molenaar,19160829,0344,6030,M,19410304,,,1804,19940310,PK,,,,,19410304,19940310,,0001,001,,,,,,,,,,19410304,19940310,,,,,,,,,,,,,,,,,,,,,,1804,19940310,PK,,,,,19640612,19940311,55,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0002,20110205100500000,P,,1804,19410304,,,,,,,,,,,,,,,6041,#ADDIN?,38 Avenue Ch.Sumner,Port-au-Prince HT 6110,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NI,ID2686188,20060904,B1810,20110904,,,178,,,1804,20060911,Aanvraagformulier,,,,20060904,20060911,12,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicolette,,,Evers,19181003,1804,6030,V,19640612,1804,6030,,,,,H,,,1804,19940310,PK,,,,O,19640612,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19410304,W,,19871001,Châlonsstraat,ChÃalonsstraat,18,,,,3043TD,Toetsoog,1804100000000041,1804200000000041,,,,,,,,,T,,,,,,20110205,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,NA2686186,20010904,B1810,20060904,20060904,I,178,,,1804,20010911,Aanvraagformulier,,,,20060904,20060904,12,,,,,,,,,,900303,19960101,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19410304,W,,19871001,Châlonsstraat,,18,,,,3043TD,,,,,,,,,,,,A,,,,,,19871001,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,N26861815,19960904,B1810,20010904,20010904,I,178,,,1804,19960904,Aanvraagformulier reisdocument,,,,20010904,20010904,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19410304,W,,19650409,Kerkhoflaan,,300,b,,,3034TJ,,,,,,,,,,,,A,,,,,,19650409,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19410304,W,,19410304,Rembrandtstraat,,204,,,,3035LT,,,,,,,,,,,,A,,,,,,19410304,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,6492920129,299999610,Erik,,van den,Oever,19211009,0947,6030,M,,,E,1804,10A0042,,,,,,,,19940501,19951001,,,,Thea,,,Lanzinga,19000512,0947,6030,V,19211009,,,1804,19940310,PK,,,,,19211009,19940310,,,,Gerard,,van den,Oever,18980418,0947,6030,M,19211009,,,1804,19940310,PK,,,,,19211009,19940310,,0001,001,,,,,,,,,,19211009,19940310,,3426213698,308869928,Anna Maria Petra,,,Jansma,19450418,0947,6030,V,,,,19730812,1804,6030,S,H,,,1804,19940310,PK,,,,,19730812,19951001,55,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0002,20110204111545991,P,,1804,19890301,,,,,,,,,,,,,,,6042,#ADDIN?,5 Ibin Sayyedah St,Amman 11191,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NI,ID3762913,20110128,B1810,20160128,,,175,,,1804,20110204,Aanvraagformulier,,,,20110128,20110204,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3426213698,,Anna Maria Petra,,,Jansma,19450418,0947,6030,V,19650812,1804,6030,,,,,H,,,1804,19940310,PK,,,,,19650812,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19890301,W,,20000310,,,,,,,,,,,Woonboot in de Grote Sloot,,,,,,5014,19890301,I,,,,,,20000310,20000310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19890301,W,,19890301,Planetenlaan,,52,,,,2702KL,,,,,,,,,,5014,19890301,A,,,,,,19890301,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0063,19560620,,,,,,,,,,,,,,,7072,19610531,,,,,,A,,,,,,19610531,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0063,19560620,W,Sint Annaparochie,19560620,t Sandpâd ,,22,,,by,9076AN,,,,,,,,,,6039,19560620,A,,,,,,19560620,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0063,19490520,,,,,,,,,,,,,,,6039,19510621,,,,,,A,,,,,,19510621,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0063,19490520,W,Sint Annaparochie,19500520,t Sandpâd ,,22,,,by,9076AN,,,,,,,,,,,,A,,,,,,19500520,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0078,19490520,W,Aldeboarn,19490520,Fjûrlânswei,,23,,,,8495NR,,,,,,,,,,,,A,,,,,,19490520,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0344,19450520,W,,19450520,São Paulodreef,,15,,,,3563CP,,,,,,,,,,,,A,,,,,,19450520,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0078,19430525,W,Aldeboarn,19430525,Fjûrlânswei,,23,,,,8495NR,,,,,,,,,,,,A,,,,,,19430525,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0974,19211009,W,,19211009,Prevotlaan,,19,,,,6132BM,,,,,,,,,,,,A,,,,,,19211009,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,9597479050,299999609,Marcel,,,Tol,19480101,0344,6030,M,,,E,,,1804,19940310,PKA,,,,,19480101,19951001,,,,Antonella,,,Burch,19260923,0947,6030,V,19480101,,,1804,19940310,PK,,,,,19480101,19940310,,,,Willem,,,Tol,19231207,0947,6030,M,19480101,,,1804,19940310,PK,,,,,19480101,19940310,,0001,001,,,,,,,,,,19480101,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0002,20110205112530000,P,,1804,19700208,,,,,,,,,,,,,,,6043,#ADDIN?,Bağdat Cd 3,34728 Istanbul,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1804,19940310,PK,,,,,19880406,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900302,20030710,14
